inquiry_id,date,channel,category,outcome
I03882,2025-06-24,Instagram,Bocinas,Venta concretada
I03883,2025-06-24,Facebook,Subwoofer,Cotización enviada
I03884,2025-06-24,WhatsApp,Head Unit,Sin respuesta
I03890,2025-06-25,WhatsApp,Amplificador,Venta concretada
I03891,2025-06-25,Facebook,Accesorios,Venta concretada
I03900,2025-06-26,Instagram,Bocinas,Cancelado
I03901,2025-06-26,TikTok,Bocinas,Venta concretada
I03902,2025-06-26,WhatsApp,Bocinas,Venta concretada
I03903,2025-06-26,Instagram,Amplificador,Cotización enviada
I03910,2025-06-27,WhatsApp,Amplificador,Cancelado
I03911,2025-06-27,Instagram,Subwoofer,Venta concretada
I03912,2025-06-27,Instagram,Accesorios,Sin respuesta
I03913,2025-06-27,WhatsApp,Bocinas,Venta concretada
I03914,2025-06-27,Facebook,Head Unit,Cotización enviada
I03920,2025-06-28,Instagram,Subwoofer,Cotización enviada
I03921,2025-06-28,WhatsApp,Accesorios,Venta concretada
I03922,2025-06-28,Instagram,Subwoofer,Venta concretada
I03923,2025-06-28,WhatsApp,Bocinas,Sin respuesta
I03930,2025-06-29,Tienda física,Accesorios,Sin respuesta
I03931,2025-06-29,Facebook,Accesorios,Venta concretada
I03932,2025-06-29,Tienda física,Bocinas,Venta concretada
I03933,2025-06-29,Tienda física,Bocinas,Cancelado
I03940,2025-06-30,TikTok,Amplificador,Cancelado
I03941,2025-06-30,Instagram,Accesorios,Venta concretada
I03942,2025-06-30,Instagram,Accesorios,Cotización enviada
I03943,2025-06-30,WhatsApp,Bocinas,Cotización enviada
I03944,2025-06-30,Tienda física,Accesorios,Venta concretada
